Sample Name,400-410,410-420,420-430,430-440,440-450,450-460,460-470,470-480,480-490,490-500,500-510,510-520,520-530,530-540,540-550,550-560,560-570,570-580,580-590,590-600,600-610,610-620,620-630,630-640,640-650,650-660,660-670,670-680,680-690,690-700,700-710,710-720,720-730,730-740,740-750,750-760,760-770,770-780,780-790,790-800,Class
63,0,0.000002,0.000009,0.000031,0.000104,0.000704,0.000886,0.004894,0.009576,0.007047,0.004483,0.007106,0.010541,0.010726,0.011717,0.015256,0.015491,0.014754,0.019542,0.025541,0.016655,0.004542,0.002861,0.001894,0.000966,0.000527,0.000311,0.000211,0.000234,0.00029,0.00054,0.000865,0.001737,0.001374,0.000236,0.000254,0.000208,0.000079,0,0,Drinkable
64,0.00001,0.000022,0.000031,0.000093,0.000124,0.000108,0.000879,0.001481,0.00349,0.018814,0.018632,0.005945,0.007564,0.008944,0.00914,0.010985,0.011391,0.00989,0.009177,0.011461,0.017646,0.024069,0.017683,0.005986,0.003401,0.002343,0.001271,0.000689,0.000631,0.000509,0.000579,0.000637,0.000484,0.000309,0.000246,0.000109,0.000017,0.000003,0,0,Drinkable
65,0,0,0,0.00001,0.000144,0.007712,0.012475,0.007521,0.005685,0.007925,0.00948,0.012017,0.011617,0.00843,0.009121,0.009354,0.010238,0.013044,0.016729,0.020797,0.013888,0.004816,0.004048,0.002714,0.001458,0.000944,0.000808,0.000689,0.000559,0.000567,0.000487,0.000274,0.000106,0.000165,0.000145,0.00001,0,0,0,0,Drinkable
66,0,0.000062,0.000091,0.000115,0.00034,0.001498,0.012885,0.014208,0.005217,0.005928,0.009423,0.011595,0.010748,0.012239,0.012691,0.012107,0.015955,0.02591,0.025292,0.010325,0.003146,0.002418,0.000942,0.000593,0.000488,0.000371,0.000263,0.000203,0.000169,0.000138,0.000313,0.000323,0.000127,0.000115,0.000123,0.000115,0.00006,0.00001,0,0,Drinkable
67,0,0,0,0,0.001839,0.005488,0.011783,0.010511,0.005446,0.006705,0.0083,0.013097,0.013662,0.010963,0.01311,0.012402,0.010026,0.009735,0.010042,0.012459,0.01762,0.012448,0.003948,0.003553,0.002351,0.001189,0.000746,0.00036,0.00005,0.000229,0.00024,0.000021,0,0,0,0,0,0,0,0,Drinkable
68,0,0.000004,0.000017,0.000029,0.000395,0.001052,0.002017,0.009626,0.010786,0.004935,0.005771,0.010723,0.014521,0.013608,0.014588,0.014548,0.011508,0.011596,0.017359,0.022967,0.016217,0.006332,0.003417,0.001769,0.000953,0.000626,0.000491,0.000352,0.000321,0.000383,0.000486,0.000375,0.000128,0.00009,0.00006,0.000032,0.000051,0.000039,0,0,Drinkable
69,0,0,0.000003,0.000013,0.00001,0.000006,0.000468,0.002978,0.006825,0.009512,0.009885,0.007984,0.006559,0.006242,0.007184,0.010099,0.016616,0.027495,0.022866,0.009923,0.013545,0.014261,0.00613,0.002085,0.00081,0.000549,0.000542,0.00063,0.000479,0.000356,0.000415,0.000494,0.00082,0.000597,0.000066,0,0,0,0,0,Drinkable
70,0,0,0,0.00001,0.00005,0.002049,0.007047,0.012201,0.010232,0.006138,0.006191,0.008182,0.012368,0.013789,0.01237,0.010812,0.011028,0.012202,0.012622,0.013291,0.017685,0.012776,0.003793,0.004361,0.003786,0.001749,0.000592,0.000415,0.000415,0.000273,0.0001,0.00003,0,0,0,0,0,0,0,0,Drinkable
71,0.000009,0.000019,0.000026,0.000034,0.000715,0.001132,0.005472,0.014536,0.0119,0.006388,0.009876,0.011901,0.012342,0.011508,0.013274,0.012814,0.010025,0.0126,0.017696,0.021205,0.014669,0.006568,0.003897,0.001858,0.000991,0.000494,0.000298,0.000272,0.000306,0.000306,0.000253,0.000157,0.000057,0.000031,0.000028,0.00001,0,0,0,0,Drinkable
72,0,0.000002,0.000002,0.000006,0.000026,0.000203,0.000794,0.00602,0.011671,0.008813,0.006375,0.010946,0.014642,0.0126,0.011891,0.014022,0.012737,0.012351,0.015623,0.020767,0.015007,0.005343,0.004229,0.003007,0.00161,0.000857,0.000523,0.000427,0.000401,0.000387,0.000475,0.000322,0.000106,0.000092,0.000092,0.000044,0.000004,0,0,0,Drinkable
73,0,0,0.000046,0.008512,0.012935,0.006945,0.005025,0.006394,0.008639,0.010644,0.015503,0.016195,0.012717,0.013124,0.017022,0.023001,0.017554,0.007637,0.004918,0.002287,0.000731,0.000678,0.000516,0.000263,0.000132,0.000181,0.000241,0.000147,0.000398,0.001416,0.001134,0.000088,0,0,0,0,0,0,0,0,Drinkable
74,0,0,0,0,0.001574,0.007597,0.010135,0.00703,0.005811,0.005374,0.006024,0.009523,0.012028,0.013485,0.018738,0.021313,0.017847,0.017612,0.012099,0.007663,0.006794,0.002216,0.001099,0.000836,0.000934,0.001107,0.001092,0.000678,0.000909,0.000929,0.001114,0.000965,0.00013,0,0,0,0,0,0,0,Drinkable
75,0,0,0,0,0.003249,0.007797,0.006352,0.003956,0.005382,0.014062,0.016129,0.010979,0.012935,0.016786,0.023164,0.027569,0.021134,0.008482,0.001962,0.001424,0.001554,0.001374,0.001854,0.001775,0.000847,0.00062,0.000431,0.00033,0.000203,0.000104,0.000124,0.000219,0.000305,0.001576,0.001462,0.000035,0,0,0,0,Drinkable
76,0,0,0,0.000223,0.007308,0.010579,0.005776,0.004243,0.004593,0.00583,0.007213,0.009869,0.013207,0.012071,0.00891,0.010919,0.013034,0.011653,0.012128,0.014504,0.019107,0.01359,0.004473,0.00372,0.001991,0.000799,0.00037,0.000152,0.000285,0.00046,0.000661,0.000884,0.000449,0.000007,0,0,0,0,0,0,Drinkable
77,0,0,0.000003,0.000003,0.001166,0.00674,0.008563,0.004633,0.003923,0.007491,0.018186,0.017189,0.009742,0.012309,0.016787,0.022832,0.026427,0.019384,0.006778,0.001642,0.001183,0.001077,0.001146,0.001979,0.002023,0.001026,0.000712,0.000649,0.000502,0.000297,0.000239,0.000576,0.00096,0.002072,0.001937,0.000379,0,0,0,0,Drinkable
78,0,0,0,0,0.00001,0.00003,0.00069,0.004131,0.008247,0.008741,0.005971,0.004849,0.006246,0.007332,0.009217,0.011863,0.011275,0.009597,0.01023,0.012795,0.017586,0.02107,0.018894,0.012186,0.006152,0.002958,0.001735,0.001055,0.000605,0.000519,0.00033,0.000336,0.001207,0.000984,0.000127,0.000111,0.000036,0,0,0,Drinkable
79,0.000009,0.000009,0.000003,0.000013,0.00002,0.000016,0.000016,0.000036,0.000102,0.000684,0.010871,0.017262,0.015859,0.024411,0.043084,0.038034,0.014586,0.007447,0.007964,0.008448,0.005973,0.003067,0.002114,0.00194,0.001684,0.001417,0.000766,0.000507,0.000383,0.000381,0.000308,0.000244,0.000265,0.000096,0.000006,0,0,0,0,0,Drinkable
80,0.000012,0.00002,0.000028,0.000185,0.003439,0.012973,0.015625,0.012462,0.01276,0.014803,0.019273,0.022721,0.023156,0.01527,0.01032,0.011169,0.006554,0.002361,0.001984,0.002373,0.001916,0.000999,0.000671,0.000738,0.00071,0.000545,0.00028,0.000248,0.000897,0.000787,0.00003,0,0,0,0,0,0,0,0,0,Drinkable
81,0.000011,0.000019,0.000032,0.000024,0.000229,0.002154,0.01257,0.013839,0.006318,0.009241,0.011498,0.012303,0.018086,0.025233,0.028973,0.023355,0.012024,0.006475,0.004093,0.002135,0.001748,0.001746,0.001251,0.000396,0.000189,0.000247,0.000357,0.000835,0.000652,0.000016,0,0,0,0,0,0,0,0,0,0,Drinkable
82,0.000019,0.000017,0.000021,0.000033,0.000035,0.000029,0.000435,0.001864,0.012349,0.013945,0.005522,0.006145,0.008024,0.012749,0.030999,0.048033,0.029879,0.011258,0.010123,0.005055,0.003795,0.002685,0.001374,0.00132,0.000844,0.000543,0.000533,0.000714,0.000682,0.000391,0.000907,0.001138,0.000503,0.000174,0.000127,0.000109,0.000073,0.000029,0,0,Drinkable
83,0,0,0,0.000006,0.000021,0.000015,0.000034,0.001198,0.00361,0.006931,0.00865,0.006581,0.006043,0.0091,0.019673,0.033958,0.032868,0.018515,0.010373,0.008297,0.00497,0.003443,0.002768,0.00183,0.00173,0.001112,0.000487,0.000447,0.000656,0.00068,0.000376,0.002281,0.00227,0.000243,0.000177,0.000122,0.000072,0.00002,0,0,Drinkable
84,0,0.000008,0.000008,0.000004,0.000014,0.00002,0.000284,0.001599,0.002955,0.011425,0.012662,0.005721,0.006691,0.010117,0.021442,0.039054,0.032675,0.013134,0.009453,0.007693,0.004931,0.004123,0.002438,0.001117,0.000836,0.000641,0.000482,0.000353,0.00034,0.000352,0.000245,0.001879,0.001858,0.000127,0.000072,0.000034,0.000014,0,0,0,Drinkable
85,0.00001,0.000002,0.000005,0.000067,0.000602,0.004618,0.009413,0.009078,0.008629,0.011939,0.01546,0.019892,0.024409,0.026599,0.029019,0.019431,0.006714,0.003526,0.001661,0.001607,0.001661,0.001095,0.000385,0.000221,0.000187,0.000179,0.000367,0.000415,0.000218,0.00017,0.000124,0.000024,0.00001,0,0,0,0,0,0,0,Non-Drinkable
86,0.000001,0.000007,0.000006,0,0.000005,0.000023,0.000252,0.002024,0.007953,0.010996,0.009899,0.01357,0.017488,0.022423,0.029512,0.035874,0.025286,0.009067,0.005254,0.002728,0.001984,0.001926,0.001445,0.000556,0.000174,0.000131,0.000315,0.000327,0.00011,0.000082,0.000052,0.000002,0,0,0,0,0,0,0,0,Non-Drinkable
87,0.000001,0.000001,0,0.000018,0.000247,0.001917,0.006856,0.009722,0.010221,0.01324,0.015652,0.019086,0.025355,0.030339,0.029933,0.017692,0.006544,0.003837,0.001795,0.001886,0.001772,0.000795,0.00026,0.0002,0.000224,0.000352,0.000458,0.000486,0.000528,0.000482,0.000227,0.000018,0,0,0,0,0,0,0,0,Non-Drinkable
88,0,0.000002,0.000002,0,0.000005,0.000005,0.001329,0.008343,0.01124,0.010356,0.016216,0.021302,0.024179,0.017783,0.011645,0.017012,0.018253,0.013057,0.011505,0.006823,0.000454,0.000331,0.000526,0.00054,0.000419,0.000325,0.001055,0.00185,0.001284,0.000384,0,0,0,0,0,0,0,0,0,0,Non-Drinkable
89,0,0,0,0,0.000005,0.000005,0,0,0.000058,0.003316,0.008291,0.009672,0.011859,0.02407,0.028016,0.024702,0.022259,0.012096,0.007436,0.012522,0.012357,0.009437,0.006394,0.001167,0.000557,0.000493,0.000425,0.000237,0.000563,0.00095,0.00076,0.000437,0.00018,0.000059,0.000004,0,0,0,0,0,Non-Drinkable
90,0,0,0,0,0,0,0,0.000016,0.00201,0.009707,0.011501,0.011495,0.025119,0.027155,0.024915,0.02182,0.010475,0.00905,0.012955,0.010791,0.007932,0.006031,0.00145,0.000523,0.000341,0.000289,0.000276,0.000459,0.00047,0.000397,0.000395,0.000142,0.000042,0.000006,0,0,0,0,0,0,Non-Drinkable
91,0.000079,0.000031,0.000045,0.000097,0.000099,0.000091,0.000101,0.000081,0.000109,0.000152,0.000181,0.000181,0.003024,0.007664,0.006269,0.002604,0.001881,0.001786,0.002206,0.002832,0.003828,0.006542,0.010541,0.013219,0.011227,0.008214,0.008704,0.011839,0.021317,0.025987,0.014888,0.005786,0.003771,0.002194,0.001972,0.001807,0.001444,0.000718,0.00053,0.000331,Drinkable
92,0,0.000016,0.000036,0.000064,0.000074,0.000076,0.000073,0.000111,0.000179,0.000444,0.004318,0.008091,0.005281,0.002232,0.002233,0.002389,0.002627,0.002812,0.00309,0.003202,0.004071,0.006325,0.009801,0.011592,0.011823,0.010012,0.007794,0.011748,0.02287,0.026448,0.014877,0.005516,0.004194,0.004001,0.002807,0.002341,0.002153,0.001314,0.000734,0.000304,Drinkable
93,0,0.000032,0.000039,0.000007,0.000005,0.000009,0.000041,0.000099,0.000153,0.000171,0.000105,0.000105,0.000145,0.000118,0.000087,0.000057,0.000044,0.000116,0.001947,0.005461,0.007533,0.006682,0.008375,0.011001,0.009643,0.008886,0.010864,0.012805,0.012395,0.01112,0.012064,0.018258,0.021412,0.01892,0.009687,0.001336,0.001262,0.000759,0.000332,0.00022,Drinkable
94,0.000049,0.000109,0.000167,0.000201,0.000173,0.000165,0.000192,0.000121,0.000101,0.002847,0.006466,0.00489,0.002156,0.001786,0.001815,0.002149,0.002588,0.002847,0.003513,0.004128,0.00469,0.010157,0.014057,0.012526,0.01284,0.014331,0.014993,0.018593,0.020709,0.014423,0.007561,0.004193,0.002056,0.001368,0.001285,0.001596,0.001501,0.000923,0.000628,0.000267,Drinkable
95,0.000514,0.000413,0.000293,0.000233,0.000192,0.000166,0.000205,0.000197,0.000206,0.000252,0.000262,0.00024,0.000641,0.001781,0.003285,0.006145,0.010264,0.01361,0.016783,0.014322,0.009515,0.010132,0.011388,0.011571,0.014513,0.016167,0.013099,0.010582,0.00762,0.005201,0.00298,0.000847,0.000744,0.000772,0.000745,0.00102,0.000975,0.000556,0.000278,0.000015,Drinkable
96,0,0.000002,0.000012,0.000014,0.000004,0,0.000024,0.000062,0.000118,0.000568,0.005879,0.007699,0.003302,0.001867,0.002138,0.002475,0.002743,0.002897,0.003133,0.003603,0.004106,0.007629,0.010702,0.01188,0.011617,0.009572,0.009837,0.013977,0.023988,0.024566,0.011644,0.00543,0.006338,0.004179,0.001702,0.001529,0.001218,0.000757,0.000366,0.000174,Drinkable
97,0.00003,0.000022,0.000024,0.000012,0,0.000006,0.000016,0.000028,0.000038,0.00002,0.000037,0.000085,0.002955,0.007917,0.00661,0.002624,0.001923,0.001804,0.00195,0.00259,0.003962,0.006415,0.010405,0.0135,0.011293,0.008112,0.008419,0.011257,0.022131,0.027827,0.01552,0.00602,0.004191,0.002204,0.001915,0.001869,0.001429,0.000696,0.000638,0.000458,Drinkable
98,0.00007,0.000076,0.000065,0.000085,0.000111,0.000111,0.000146,0.000276,0.002042,0.004168,0.006188,0.005094,0.002233,0.001876,0.001793,0.00198,0.002183,0.003016,0.004711,0.006766,0.009809,0.010806,0.010382,0.011592,0.015768,0.020779,0.02449,0.020908,0.009185,0.004493,0.00421,0.002209,0.001564,0.001515,0.001646,0.001122,0.000402,0.00025,0.000375,0.000221,Drinkable
99,0.000039,0.000057,0.000051,0.000087,0.000059,0.000059,0.000081,0.000047,0.000042,0.000082,0.000118,0.000106,0.001767,0.008015,0.008438,0.003237,0.002044,0.001908,0.002227,0.003062,0.00405,0.005698,0.007003,0.008695,0.011711,0.012167,0.009934,0.008607,0.011074,0.01842,0.023522,0.01458,0.005033,0.00426,0.00295,0.001847,0.001746,0.00124,0.000896,0.000611,Drinkable
100,0.00005,0.00002,0.00001,0.00001,0.000035,0.000041,0.000033,0.000027,0.000019,0.000039,0.00006,0.000038,0.001362,0.007881,0.008769,0.003426,0.002019,0.001989,0.002304,0.002415,0.003618,0.006323,0.00798,0.008767,0.011274,0.012576,0.010681,0.009051,0.012427,0.018641,0.023965,0.01508,0.004004,0.004163,0.003018,0.001731,0.001486,0.001145,0.000491,0.000202,Drinkable
101,0.00006,0.000082,0.000088,0.000072,0.000106,0.000173,0.000577,0.001336,0.003044,0.004433,0.004384,0.003279,0.002085,0.001969,0.002492,0.003925,0.004853,0.009182,0.011111,0.007814,0.007812,0.014738,0.022173,0.022745,0.022704,0.01821,0.009619,0.0054,0.002726,0.001252,0.001515,0.001128,0.00126,0.001443,0.000813,0.000494,0.000425,0.000209,0.000063,0.000003,Drinkable
102,0.000071,0.000093,0.000079,0.000089,0.000117,0.000164,0.000176,0.000158,0.001055,0.002628,0.006695,0.007375,0.003293,0.001874,0.001817,0.001936,0.002383,0.003166,0.005139,0.008254,0.01028,0.011707,0.012952,0.01419,0.021633,0.031783,0.023692,0.009266,0.006162,0.003747,0.001762,0.001365,0.001013,0.001153,0.001198,0.000743,0.000308,0.000196,0.000199,0.000106,Drinkable
103,0.000129,0.000212,0.000136,0.000124,0.000191,0.000167,0.000102,0.000088,0.000067,0.000063,0.00009,0.000124,0.000412,0.008469,0.010787,0.004619,0.003471,0.003062,0.004068,0.00618,0.008752,0.01051,0.01124,0.00954,0.007228,0.007449,0.008646,0.012161,0.017143,0.0212,0.014028,0.004862,0.004089,0.002588,0.001695,0.00129,0.000847,0.000789,0.000577,0.000176,Drinkable
104,0.000047,0.000045,0.000048,0.000084,0.000094,0.000153,0.001658,0.008193,0.009192,0.003579,0.002197,0.002333,0.00267,0.003349,0.003715,0.004221,0.005728,0.00806,0.014723,0.017188,0.013735,0.020046,0.0289,0.017765,0.004489,0.00432,0.004813,0.003699,0.001869,0.001748,0.001825,0.001233,0.000629,0.000372,0.000207,0.000221,0.000169,0.000155,0.000078,0,Drinkable
105,0.000142,0.000201,0.000349,0.001947,0.008215,0.007868,0.002915,0.00262,0.002218,0.002896,0.004828,0.006333,0.008169,0.009923,0.01125,0.013144,0.015627,0.02168,0.02433,0.022752,0.013881,0.004775,0.003001,0.001521,0.001461,0.001287,0.001204,0.001285,0.001046,0.000405,0.000121,0.000079,0.000051,0.000043,0.000025,0.000005,0,0,0.000009,0.000009,Drinkable
106,0.000289,0.000339,0.000878,0.003943,0.007893,0.005872,0.002227,0.002016,0.002176,0.002439,0.002962,0.003749,0.00572,0.007412,0.013341,0.016875,0.01203,0.013829,0.020136,0.030799,0.028127,0.010834,0.004474,0.002926,0.001562,0.001482,0.001649,0.001621,0.001102,0.00048,0.000247,0.000231,0.000277,0.000173,0.00002,0,0.00001,0.00001,0,0,Drinkable
107,0.000127,0.000172,0.000163,0.000126,0.000581,0.001364,0.00464,0.005222,0.002339,0.001593,0.001277,0.00151,0.002301,0.002953,0.003326,0.004532,0.006888,0.011344,0.014987,0.015466,0.018283,0.025956,0.024348,0.013939,0.005873,0.001644,0.001729,0.001667,0.001599,0.001761,0.001371,0.000899,0.000538,0.000389,0.00028,0.000097,0.000055,0.000033,0.00002,0,Drinkable
108,0.000363,0.000335,0.000546,0.001859,0.007763,0.007575,0.002997,0.002675,0.002229,0.002909,0.004972,0.00641,0.008144,0.010026,0.010879,0.012489,0.01525,0.021024,0.02255,0.020505,0.012883,0.00468,0.002783,0.001528,0.001662,0.001628,0.001638,0.001598,0.001275,0.000673,0.000382,0.00028,0.000334,0.00025,0.000049,0.000019,0.000004,0.000008,0.000008,0,Drinkable
109,0,0.000008,0.000008,0.001192,0.006742,0.009072,0.004792,0.002909,0.003262,0.004643,0.006192,0.007422,0.010886,0.012151,0.013581,0.01444,0.012669,0.015021,0.01762,0.016109,0.01339,0.008148,0.003678,0.003198,0.002963,0.001914,0.000863,0.000843,0.000662,0.000377,0.000262,0.000451,0.000336,0.000007,0,0,0,0,0,0,Non-Drinkable
110,0.00001,0.000002,0.000123,0.002757,0.006787,0.00527,0.002174,0.002121,0.003213,0.004608,0.005997,0.008913,0.015709,0.020376,0.020752,0.020945,0.020624,0.023197,0.015945,0.00417,0.002005,0.001403,0.000821,0.00068,0.000522,0.000472,0.000892,0.001187,0.000914,0.000665,0.000581,0.0003,0.00006,0.000899,0.000852,0.000005,0,0,0,0,Non-Drinkable
111,0.000002,0.000002,0.000006,0.000006,0.000005,0.000463,0.002673,0.007902,0.007902,0.004596,0.005923,0.010019,0.013183,0.013816,0.019667,0.022967,0.019386,0.018605,0.016828,0.01501,0.009147,0.002973,0.002446,0.001474,0.001059,0.000661,0.000389,0.000654,0.000647,0.000314,0.000498,0.000299,0,0,0,0,0,0,0,0,Non-Drinkable
112,0.000001,0.000001,0,0.000006,0.000016,0.000014,0.001596,0.004741,0.005073,0.002961,0.002815,0.004736,0.008082,0.013467,0.017426,0.018596,0.02376,0.02489,0.020947,0.017629,0.00928,0.002933,0.001762,0.00157,0.001727,0.001424,0.000861,0.000765,0.00054,0.000353,0.000355,0.00046,0.000416,0.001215,0.001114,0.00001,0,0,0,0,Non-Drinkable
113,0,0.000008,0.000011,0.000049,0.000106,0.002802,0.013086,0.011932,0.002929,0.002895,0.00382,0.004445,0.004386,0.006219,0.012863,0.019828,0.023954,0.02664,0.031986,0.020204,0.003938,0.00394,0.003123,0.001824,0.00096,0.000683,0.000747,0.000769,0.000581,0.000549,0.000493,0.000683,0.0007,0.000434,0.000378,0.000222,0.000102,0.000058,0.000033,0.000009,Non-Drinkable
114,0,0,0,0.000006,0.000011,0.000356,0.00251,0.010265,0.009904,0.00417,0.006091,0.010465,0.013212,0.014022,0.01897,0.020826,0.019935,0.020943,0.018628,0.012643,0.005617,0.002323,0.001858,0.001017,0.000608,0.000568,0.000431,0.000457,0.000366,0.00039,0.000393,0.000092,0.000008,0,0,0,0,0,0,0,Non-Drinkable
115,0,0.000008,0.000106,0.001808,0.006289,0.008922,0.005718,0.002997,0.004701,0.006378,0.006549,0.007368,0.009413,0.012261,0.012192,0.010717,0.013701,0.016636,0.016915,0.016989,0.011766,0.006715,0.005434,0.003186,0.0017,0.000845,0.000725,0.000596,0.000451,0.000424,0.00028,0.000091,0,0,0,0,0,0,0,0,Non-Drinkable
116,0,0,0.000003,0.000007,0.000004,0.000012,0.001892,0.011383,0.01142,0.005963,0.007873,0.007148,0.006374,0.007789,0.010709,0.012864,0.015638,0.01613,0.01877,0.021801,0.023858,0.015761,0.00421,0.003236,0.002447,0.001525,0.000752,0.000629,0.000418,0.000322,0.000199,0,0,0,0,0,0,0,0,0,Non-Drinkable
117,0.000001,0.000001,0.000009,0.001627,0.005769,0.007798,0.005174,0.003446,0.004002,0.00559,0.007481,0.011044,0.015047,0.016404,0.012868,0.009663,0.010553,0.01315,0.015363,0.0139,0.0134,0.009127,0.003453,0.002438,0.002141,0.002177,0.001513,0.00062,0.000482,0.000438,0.000255,0.000861,0.000775,0,0,0,0,0,0,0,Non-Drinkable
118,0,0,0,0,0,0,0.000006,0.000662,0.005409,0.007494,0.004109,0.002684,0.003567,0.004837,0.005938,0.007861,0.016354,0.026525,0.026038,0.021006,0.018993,0.011354,0.00414,0.004368,0.003335,0.001685,0.000993,0.00061,0.000293,0.000171,0.000127,0.000218,0.000413,0.000458,0.000372,0.000154,0,0,0,0,Non-Drinkable
119,0.000019,0.000009,0,0.000012,0.000017,0.000005,0.000098,0.011105,0.012194,0.002253,0.002664,0.00383,0.004763,0.005728,0.011672,0.015674,0.019019,0.020809,0.019094,0.02016,0.015955,0.008527,0.004904,0.003495,0.001905,0.001124,0.000763,0.000512,0.000397,0.000381,0.000481,0.000567,0.000724,0.001133,0.000753,0.00012,0.000046,0.000046,0.00003,0,Non-Drinkable
120,0,0,0,0.000006,0.000006,0.000004,0.000317,0.001842,0.002954,0.008809,0.008916,0.003134,0.003257,0.00409,0.005584,0.006758,0.014654,0.023089,0.019503,0.017305,0.019952,0.019717,0.017215,0.009574,0.003608,0.002592,0.001592,0.001096,0.00071,0.000553,0.000443,0.000338,0.000314,0.000302,0.00044,0.001098,0.000871,0.000036,0.000023,0.000019,Non-Drinkable
121,0.000009,0.000013,0.000038,0.001192,0.004511,0.006275,0.004718,0.00311,0.003868,0.005824,0.008014,0.012103,0.016417,0.015016,0.01209,0.01106,0.010999,0.012809,0.014475,0.017624,0.014364,0.005848,0.00238,0.002071,0.002331,0.001916,0.001064,0.000945,0.000773,0.000566,0.000871,0.001748,0.001196,0,0,0,0,0,0,0,Non-Drinkable
122,0.00003,0.001588,0.004637,0.008049,0.006391,0.003234,0.003777,0.004731,0.006563,0.008199,0.011197,0.013931,0.015277,0.015799,0.014019,0.012368,0.014582,0.016198,0.014641,0.009177,0.003128,0.002219,0.002401,0.002203,0.001415,0.000546,0.000473,0.000709,0.000617,0.000593,0.000887,0.000488,0,0,0,0,0,0,0,0,Non-Drinkable
123,0,0,0,0,0.000005,0.000639,0.003293,0.005673,0.004193,0.002256,0.002511,0.003956,0.005748,0.007334,0.013729,0.020054,0.025129,0.020712,0.01344,0.018554,0.022096,0.013819,0.004735,0.002722,0.001394,0.000908,0.000515,0.000372,0.000303,0.000122,0.000081,0.000103,0.00042,0.001332,0.001049,0.000085,0,0,0,0,Non-Drinkable
124,0,0,0.00001,0.000436,0.001737,0.004993,0.005632,0.003627,0.003826,0.006064,0.011094,0.014663,0.014234,0.018214,0.025431,0.021346,0.017376,0.019433,0.011037,0.002378,0.001584,0.001419,0.001325,0.00105,0.000551,0.000515,0.000667,0.000501,0.000248,0.000133,0.000078,0.000255,0.000785,0.002059,0.001486,0.000015,0,0,0,0,Non-Drinkable
125,0,0.000002,0.000002,0,0,0.000502,0.002818,0.005943,0.004641,0.00202,0.002393,0.003744,0.005054,0.006718,0.013469,0.020703,0.026041,0.021011,0.013368,0.018253,0.019448,0.011424,0.004773,0.002637,0.001424,0.000792,0.000522,0.000474,0.000423,0.000301,0.000366,0.000424,0.000568,0.001716,0.001425,0.00007,0,0,0,0,Non-Drinkable
